name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Coca-Cola Leaders of Promise Scholarship,scholarships,🟢 Watch List,TBD,"Community college students, Phi Theta Kappa members",Free,"$1,000",Not applicable to high school students.,https://www.coca-colascholarsfoundation.org/,Coca-Cola Scholars Foundation / Phi Theta Kappa
Scholarship America — Dollars for Scholars,scholarships,🟢 Watch List,Rolling (varies by chapter),High school students at participating schools; check local chapter requirements,Free,"Varies by local chapter ($500–$5,000)","Students should check if their school has a Dollars for Scholars chapter. CT has many active chapters. Awards are typically $500-$2,000.",https://scholarshipamerica.org/,Scholarship America
Doodle for Google Scholarship,scholarships,🟢 Watch List,2027-03-14,"K-12 students, US residents, artistic ability",Free,"$30,000 (national winner), $5,000 (finalists)",Art-focused scholarship. Only relevant if student has artistic interest.,https://doodles.google.com/d4g/,Google
YoungArts Competition,scholarships,🟢 Watch List,2026-10-15,"Students ages 15-18, US residents, talent in artistic discipline","Free ($35 application fee, waivers available)","Up to $10,000 (cash awards) + mentorship",Only relevant if student has artistic discipline. Can include writing. Not primarily a fit for biology/law/fencing but included for completeness.,https://youngarts.org/,National YoungArts Foundation
The Voice of Democracy Scholarship (VFW),scholarships,🟢 Watch List,2026-10-31,"High school students (grades 9-12), US citizens",Free,"$1,000–$35,000",Excellent fit for law-interested student. Requires submitting a 3-5 minute recorded audio essay on a patriotic theme. Good for building writing and public speaking skills. Rising junior (10th-11th grade) is perfectly positioned.,https://www.vfw.org/community/youth-and-education/voice-of-democracy,Veterans of Foreign Wars (VFW)
VFW Patriot's Pen Competition,scholarships,🟢 Watch List,2026-10-31,"Students in grades 6-8, US citizens",Free,"Up to $5,000",Only for grades 6-8. Not applicable for rising 11th grader but good to know for younger siblings.,https://www.vfw.org/community/youth-and-education/patriots-pen,Veterans of Foreign Wars (VFW)
Jackie Robinson Foundation Scholarship,scholarships,🟢 Watch List,2027-02-01,"Minority high school seniors, US citizens, demonstrated financial need",Free,"Up to $30,000 (plus mentorship and leadership development)",Not a fit for this profile.,https://www.jackierobinson.org/,Jackie Robinson Foundation
The National Society of High School Scholars (NSHSS) Scholarships,scholarships,🟢 Watch List,Rolling (various deadlines),"NSHSS members, high school students with 3.0+ GPA",Free to apply but requires NSHSS membership (~$90 fee),"$1,000–$10,000 (various awards)",NSHSS membership is often offered to high-achieving students. Multiple scholarship opportunities available to members. Evaluate whether the membership fee is worth the scholarship opportunities.; [DEAD: https://www.nshss.org/scholarships/],,National Society of High School Scholars
Scholastic Art & Writing Awards,scholarships,🟢 Watch List,2026-12-01,"Students in grades 7-12, US residents","Free ($10/entry fee, waivers available)","Up to $10,000 (American Voices Medal) + recognition/scholarship opportunities",Good fit if the student has writing ability. Journalism and non-fiction categories could connect to law interest. Building a portfolio of writing throughout 11th grade is recommended.,https://www.artandwriting.org/,Alliance for Young Artists & Writers
American Legion Auxiliary Girls State/Nation,scholarships,🟢 Watch List,2027-03-01,"High school juniors (rising seniors), US citizens, recommended by school or American Legion post",Free (sponsored by American Legion Auxiliary),Free program attendance + some scholarship opportunities for distinguished participants,Girls State/Boys State are prestigious civic programs. Many college admissions officers recognize this. CT has an active program. Rising junior should seek nomination from school or local American Legion post in spring.; [DEAD: https://www.alaforveterans.org/programs/girls-state/],,American Legion Auxiliary
American Legion Boys State,scholarships,🟢 Watch List,2027-03-01,"High school junior (rising senior) boys, US citizens, recommended by school or American Legion post",Free (sponsored by American Legion),Free program attendance + some scholarship opportunities,Same as Girls State — prestigious civic program. Rising junior should seek nomination in spring. CT program is well-regarded.; [DEAD: https://www.legion.org/boysstate],,The American Legion
National Youth Science Camp (NYSC) — Alumni Scholarship,scholarships,🟢 Watch List,TBD,NYSC alumni,Free,Varies,Secondary scholarship available after attending NYSC.; [DEAD: https://www.nyscamp.org/alumni/scholarships/],,National Youth Science Foundation
The U.S. Senate Youth Program (USSYP),scholarships,🟢 Watch List,2026-09-30,"High school juniors (rising seniors), US citizens, elected student government officer or demonstrate leadership","Free (all expenses paid + $10,000 scholarship)","$10,000 college scholarship + all-expenses-paid trip to Washington DC",Extremely prestigious. CT delegates are selected through a state-level competition. Rising junior should seek student government positions. Application typically opens in September of junior year. Good for law/civics interest.,https://ussenateyouth.org/,US Senate / Hearst Foundation
CT State Scholarships — New England Board of Higher Education (NEBHE),scholarships,🟢 Watch List,Varies by college,CT residents attending certain programs at public New England colleges,Free (reduced tuition),Reduced out-of-state tuition (in-state + 50%),"CT residents can get tuition breaks at public colleges in ME, NH, VT, RI, MA for certain programs. Check NEBHE website for participating programs in biology/law.",https://www.nebhe.org/programs-overview/tuition-break/,New England Board of Higher Education
India Club of Greater St. Louis — Indian American Scholarship,scholarships,🟢 Watch List,2027-03-15,"Indian American high school seniors, St. Louis area residents",Free,"$1,000–$5,000","CT-based Indian American students should look for similar organizations in CT/Northeast: India Cultural Society, Federation of Indian Associations (FIA) of New England, TiE Boston, etc.; [DEAD: https://www.indiaclubofstl.org/scholarship/]",,India Club of Greater St. Louis
TiE (The Indus Entrepreneurs) Scholarships,scholarships,🟢 Watch List,Varies by chapter,Varies by chapter; often open to South Asian students or students interested in entrepreneurship,Free,"Varies ($500–$5,000)",Search for TiE Connecticut or TiE Boston for local scholarship programs. Also TiE Young Entrepreneurs (TYE) program for high school students interested in business/entrepreneurship.; [DEAD: https://www.tie.org/education/],,TiE Global / TiE Connecticut
Federation of Indian Associations (FIA) of New England Scholarships,scholarships,🟢 Watch List,TBD,Indian American high school students in New England,Free,"Varies ($500–$3,000)","Regional Indian American organization. Check website for scholarship announcements, typically in spring. CT-based Indian American students are within the New England region.; [DEAD: https://www.fianewengland.org/]",,Federation of Indian Associations of New England
Connecticut Association of Latinos in Higher Education (CALAHE) Scholarships,scholarships,🟢 Watch List,TBD,"Hispanic/Latino students, CT residents",Free,Varies,Not applicable.,https://www.ct.edu/,CALAHE
Society of Professional Journalists Scholarships,scholarships,🟢 Watch List,2027-04-01,High school seniors and college students pursuing journalism careers,Free,"$1,000–$5,000 (various awards)",More relevant if student has a journalism or writing interest. Multiple scholarships available through SPJ.; [DEAD: https://www.spj.org/scholarships.asp],,Society of Professional Journalists
Southern Connecticut State University Scholarships,scholarships,🟢 Watch List,2027-02-15,"CT high school students, varies by scholarship",Free,"Varies ($500–$5,000)",University-specific merit scholarships. Check SCSU for specific programs relevant to biology/pre-law.; [DEAD: https://www.southernct.edu/admissions/financial-aid/scholarships],,Southern Connecticut State University
University of Connecticut Merit Scholarships,scholarships,🟢 Watch List,2027-02-01,"Incoming UConn freshmen, CT residents (most scholarships), strong academic record",Free,"$2,000–$20,000/year (renewable)","UConn offers strong programs in biology (College of Agriculture, Health and Natural Resources) and pre-law. Many merit scholarships are awarded automatically based on admissions application.; [DEAD: https://admissions.uconn.edu/merit-scholarships/]",,University of Connecticut
National Italian American Foundation (NIAF) Scholarships,scholarships,🟢 Watch List,TBD,Italian American students,Free,Varies,Not applicable.,https://www.niaf.org/scholarships/,NIAF
Asian American Foundation (TAAF) Scholarships,scholarships,🟢 Watch List,TBD,Asian American students,Free,Varies,TAAF is relatively new (founded 2021). Check for scholarship programs. Primarily focused on community support and anti-Asian hate initiatives.,https://www.taaf.org/,The Asian American Foundation (TAAF)
Paul & Daisy Soros Fellowships for New Americans,scholarships,🟢 Watch List,2026-11-01,"Immigrants or children of immigrants (green card holders, naturalized citizens), pursuing graduate study, ages 30 and under",Free,"Up to $90,000 (graduate school)",Not applicable now but worth knowing about for the future. Child of Indian immigrants (first-generation American) qualifies under 'New Americans' criteria.,https://www.pdsoros.org/,Paul & Daisy Soros Fellowships for New Americans
Jack Kent Cooke Young Artist Award,scholarships,🟢 Watch List,TBD,High school students with financial need and artistic talent,Free,"Up to $10,000",Not applicable.; [DEAD: https://www.jkcf.org/our-scholarships/young-artist-award/],,Jack Kent Cooke Foundation
The All American Youth Foundation Scholarships,scholarships,🟢 Watch List,TBD,Varies by program,Free,Varies,Check for current scholarship programs. Some may target first-generation college students.,https://www.allyfoundation.org/,All American Youth Foundation
The Barry Goldwater Scholarship,scholarships,🟢 Watch List,2027-01-28,"College sophomores and juniors, US citizens/permanent residents, STEM majors (including biology), strong research interest",Free,"Up to $7,500/year (1-2 years)",Future opportunity for biology-focused student. Requires research experience and faculty nomination in college. Rising junior should think about undergrad plans with research components.,https://goldwater.scholarsapply.org/,Barry Goldwater Scholarship Foundation
The Udall Foundation Scholarship,scholarships,🟢 Watch List,2027-03-05,"College sophomores and juniors, US citizens/permanent residents",Free,"Up to $7,000",Future opportunity if student develops environmental biology interest.; [DEAD: https://www.udall.gov/scholarship.aspx],,Udall Foundation
The Princeton Prize in Race Relations,scholarships,🟢 Watch List,2027-01-31,"High school students (grades 9-12), US residents, demonstrated work in race relations",Free,"$1,000 + all-expenses-paid trip to Princeton",Excellent for law-interested student with passion for race relations. The Indian American experience could be a compelling subject. CT has a regional award committee.; [DEAD: https://pprr.princeton.edu/],,Princeton University
The Stamps Scholarship,scholarships,🟢 Watch List,Varies by university,"Incoming freshmen at partner universities, exceptional academic and leadership record",Free,"Full tuition, fees, room, board + enrichment fund ($10,000–$20,000)",Excellent merit scholarship for high-achieving students. Partner universities include many top schools. Rising junior should research which partner universities offer Stamps Scholarships and their criteria.; [DEAD: https://www.stampsfoundation.org/],,Stamps Family Charitable Foundation
The Robertson Scholars Program,scholarships,🟢 Watch List,2026-11-15,"High school seniors, US citizens/permanent residents, exceptional leadership and character",Free,"Full tuition, room, board, fees + summer enrichment (value ~$300,000+)",One of the most generous merit scholarships. Good fit for students with strong leadership. Rising junior should focus on developing leadership and service record.,https://robertsonscholars.org/,Robertson Scholars Leadership Program
The Gates Cambridge Scholarship,scholarships,🟢 Watch List,2026-10-15,"Graduate study applicants, non-UK, intellectual and leadership excellence",Free,"Full cost of graduate study at Cambridge (tuition, fees, living, travel)",Not applicable now. Future opportunity.,https://www.gatescambridge.org/,Gates Cambridge Trust
Children of Fallen Patriots Foundation,scholarships,🟢 Watch List,TBD,Children of fallen military service members,Free,Up to full tuition,Not applicable.,https://www.fallenpatriots.org/,Children of Fallen Patriots
The Boettcher Foundation Scholarship (Colorado),scholarships,🟢 Watch List,2026-11-01,"Colorado high school seniors, CO residents",Free,Full tuition + living stipend (Colorado only),Not applicable geographically.,https://www.boettcherfoundation.org/,Boettcher Foundation
The Enterprise Holdings Foundation Scholarship,scholarships,🟢 Watch List,TBD,Varies by program,Free,Varies,Varies by year. Check for new programs.; [URL may block bots: https://www.enterpriseholdings.com/enterprise-holdings-foundation/],https://www.enterpriseholdings.com/enterprise-holdings-foundation/,Enterprise Holdings Foundation
The Ritchie-Jennings Memorial Scholarship (ACFE),scholarships,🟢 Watch List,2027-01-15,"Undergraduate/graduate students in accounting, business, or criminal justice",Free,"$1,000–$10,000",Not a strong fit for this profile.,https://www.acfe.com/scholarship,Association of Certified Fraud Examiners
The National Parents Council Scholarships,scholarships,🟢 Watch List,TBD,Varies by program,Free,Varies,Not well-known; verify current program status.; [DEAD: https://www.pcscholarship.org/],,Parents Council
The Joseph P. Riley Jr. Scholarship (for South Carolina students),scholarships,🟢 Watch List,TBD,South Carolina residents,Free,Varies,Not applicable.; [DEAD: https://www.josephpriley.org/],,Joseph P. Riley Foundation
Hispanic Scholarship Fund (HSF),scholarships,🟢 Watch List,TBD,"Hispanic/Latino students, US citizens/permanent residents, high school seniors or college students",Free,"$500–$5,000",Not applicable.,https://www.hsf.net/,Hispanic Scholarship Fund
United Negro College Fund (UNCF) Scholarships,scholarships,🟢 Watch List,TBD,"African American students, US citizens/permanent residents",Free,Varies,Not applicable.,https://uncf.org/,UNCF
The American Indian Science and Engineering Society (AISES) Scholarships,scholarships,🟢 Watch List,TBD,American Indian/Alaska Native students,Free,Varies,Not applicable.,https://www.aises.org/,AISES
The Society of Asian Scientists and Engineers (SASE) Scholarships,scholarships,🟢 Watch List,2027-03-15,"Asian American students, US citizens/permanent residents, pursuing STEM careers",Free,"$1,000–$5,000+",SASE has active conferences and networking opportunities. Good fit for Indian American student with biology interest.,https://saseconnect.org/,Society of Asian Scientists and Engineers
National Association of Asian American Professionals (NAAAP) Scholarships,scholarships,🟢 Watch List,Varies by chapter,"Asian American high school seniors, US citizens/permanent residents",Free,"$500–$5,000 (varies by chapter)",NAAAP has a national presence with local chapters. Check for CT chapter. Multiple scholarship opportunities available annually.,https://www.naaap.org/,National Association of Asian American Professionals
The DAR (Daughters of the American Revolution) Scholarships,scholarships,🟢 Watch List,2027-02-15,"US citizens, high school seniors or college students, varies by scholarship",Free,"$1,000–$10,000 (various scholarships)",DAR offers multiple scholarship categories. Check for scholarships in CT. Some are for specific majors or interests.,https://www.dar.org/national-society/scholarships,Daughters of the American Revolution (DAR)
The American Society of Biochemistry and Molecular Biology (ASBMB) Scholarships,scholarships,🟢 Watch List,2027-03-01,Undergraduate students in biochemistry/molecular biology,Free,"$2,000–$6,000",Future opportunity for biology-focused student after starting college.; [DEAD: https://www.asbmb.org/career-resources/undergraduate-scholarships],,American Society of Biochemistry and Molecular Biology
The American Physiological Society (APS) Undergraduate Summer Fellowships,scholarships,🟢 Watch List,2027-02-01,Undergraduate students in physiology/biology,Free,"$4,000–$6,000 stipend + housing",Future opportunity for college student interested in biology research.; [DEAD: https://www.physiology.org/career/undergraduate/],,American Physiological Society
The National Institute of Health (NIH) Summer Internship Program (SIP),scholarships,🟢 Watch List,2027-03-01,"High school students (age 17+ at start), college students, US citizens/permanent residents, strong academic record",Free (paid stipend),"Stipend ~$2,800–$4,100/month (varies by education level)","Excellent biology research opportunity. NIH is in Bethesda, MD (requires travel from CT). Rising junior should prepare strong academic record and get research experience. The stipend covers housing/food.",https://www.training.nih.gov/programs/sip,National Institutes of Health
The National Merit Scholarship — PSAT/NMSQT Preparation,scholarships,🟢 Watch List,2026-10-15,"All US high school students in 11th grade (and some 10th graders), US citizens/permanent residents","Free (PSAT/NMSQT registration fee ~$18, may be waived by school)","$2,500 (National Merit) + corporate/college sponsored awards",The PSAT/NMSQT is the single most important step for National Merit. Rising junior should start PSAT practice in summer before 11th grade. Khan Academy offers free practice through College Board partnership.; [DEAD: https://www.nationalmerit.org/psat-nmsqt],,National Merit Scholarship Corporation / College Board
College Board National Recognition Programs,scholarships,🟢 Watch List,Rolling,"US citizens/permanent residents, GPA 3.5+, PSAT/NMSQT scores in top 10% of region, and meet one of: African American, Hispanic/Latino, Indigenous, rural/small-town, or first-generation",Free,Recognition program (not direct cash) — strengthens college applications and may lead to scholarship offers,The First-Generation Recognition program could apply if parents immigrated and do not hold US bachelor's degrees. This recognition can strengthen college applications and scholarship chances.; [DEAD: https://bigfuture.collegeboard.org/scholarships-and-grants/national-recognition-programs],,College Board
The KPMG Future Leaders Scholarship,scholarships,🟢 Watch List,TBD,"High school seniors, diverse background, pursuing business related degrees",Free,"Up to $40,000 ($10,000/year renewable)",Not a strong fit.; [DEAD: https://www.kpmgfoundation.com/],,KPMG Foundation
The Kohler Co. Scholarship Program,scholarships,🟢 Watch List,TBD,Children of Kohler employees,Free,Varies,Company-specific. Check if parents' employers offer similar scholarships.,https://www.kohler.com/,Kohler Company
The Mensa Education & Research Foundation Scholarships,scholarships,🟢 Watch List,2027-01-15,"High school seniors and college students, US citizens/permanent residents",Free,"$500–$5,000 (multiple awards)",Essay-based scholarship. No income restriction. Good for law-interested student with writing ability.,https://www.mensafoundation.org/,Mensa Education & Research Foundation
The National Center for Women & Information Technology (NCWIT) Award for Aspirations in Computing,scholarships,🟢 Watch List,2026-10-31,"Female, transgender, or non-binary high school students interested in computing/technology",Free,"$500–$5,000 (various awards) + trip to NCWIT Summit",Only relevant if student has computing/technology interest alongside biology.,https://www.aspirations.org/,National Center for Women & Information Technology
The International Science and Engineering Fair (ISEF) Awards,scholarships,🟢 Watch List,2027-03-15,"High school students, must qualify through affiliated science fair",Free,"$500–$75,000 (total $8M+ awarded)",Excellent for biology research. CT students compete through the Connecticut Science Fair (affiliated with ISEF). Rising junior should develop a research project and enter the CT Science Fair.,https://www.societyforscience.org/isef/,Society for Science / Regeneron ISEF
The President's Environmental Youth Award (PEYA),scholarships,🟢 Watch List,2026-10-31,"K-12 students, US residents, completed environmental project",Free,Recognition (not cash) — strengthens college/scholarship applications,Good for biology/environment interest. Recognition can strengthen other scholarship applications.,https://www.epa.gov/education/presidents-environmental-youth-award,US Environmental Protection Agency
The National FFA Scholarships,scholarships,🟢 Watch List,2027-02-01,"FFA members, high school students, pursuing agriculture/STEM careers",Free (requires FFA membership),"$1,000–$10,000 (multiple awards)",Only relevant if student is involved in FFA/agriculture. CT has active FFA chapters.,https://www.ffa.org/participate/grants-and-scholarships/,National FFA Organization
The Optometry Glaucoma Scholarship,scholarships,🟢 Watch List,TBD,Optometry students,Free,Varies,Not applicable.; [DEAD: https://www.optometryglaucoma.org/],,Optometry Glaucoma Foundation
The American Chemical Society (ACS) Scholarships,scholarships,🟢 Watch List,2027-03-01,"Underrepresented minority students pursuing chemistry-related degrees, US citizens/permanent residents, high school seniors or college students",Free,"$2,500–$5,000","Check ACS Scholars Program criteria for Indian American eligibility. Some years include Asian Americans as underrepresented in chemistry, others don't. Call to confirm.",https://www.acs.org/education/students/scholarships.html,American Chemical Society
The American Society for Microbiology (ASM) Scholarships,scholarships,🟢 Watch List,TBD,Undergraduate/graduate students in microbiology,Free,Varies,Future opportunity for biology-focused student.,https://asm.org/,American Society for Microbiology
National Geographic Society Young Explorers Grants,scholarships,🟢 Watch List,Rolling,"Ages 18-25, project-based proposal",Free,"$1,000–$5,000 grant",Future opportunity for biology/environment interest.,https://www.nationalgeographic.org/funding-opportunities/,National Geographic Society
The Earth Science Week Contest (American Geosciences Institute),scholarships,🟢 Watch List,2026-10-15,"K-12 students, varies by category",Free,"$100–$1,000 (varies by category)","Minor contest, not a major scholarship. Good for building a portfolio of awards.",https://www.earthsciweek.org/,American Geosciences Institute
The Actuarial Foundation Scholarships,scholarships,🟢 Watch List,TBD,Students pursuing actuarial science careers,Free,Varies,Not a strong fit for this profile.,https://www.actuarialfoundation.org/,The Actuarial Foundation
The Future of STEM Scholars Initiative (FOSSI),scholarships,🟢 Watch List,TBD,"Underrepresented minority students, HBCU-bound, STEM majors",Free,"$10,000/year (renewable for 4 years)",Not applicable.; [DEAD: https://www.fossischolars.org/],,FOSSI / American Chemistry Council / Chemours
USA Biology Olympiad (USABO),science_math,🟢 Watch List,2026-11-15,Grades 9-12; US citizens or legal permanent residents,$125/school registration fee (covers all students from that school),No need-based aid; travel and accommodation for National Finals covered by sponsors,"School must register first ($125 fee) before students can register. Open Exam administered via AoPS in February 2027 for the 2027 cycle. Registration opens August 1, 2026 for the 2027 USABO cycle. Strongly recommended for students interested in biology/medicine. Extremely prestigious - top finishers get significant admissions boost.",https://usabo-trc.org/,https://usabo-trc.org/usabo-guidelines-and-eligibility
AMC 8 (American Mathematics Competition - Grade 8),science_math,🟢 Watch List,2027-01-14,Grade 8 and below; age under 15.5 on competition day,"$55 early bird (by Oct 28, 2026), $75 regular (by Jan 5, 2027), $115 late (by Jan 14, 2027) per school; plus $25 per 10-student bundle",No individual financial aid; school-level registration,"Early Bird Registration Deadline: Oct 28, 2026. Regular: Jan 5, 2027. Late: Jan 14, 2027 (returning managers only). Competition date: Jan 21-27, 2027. Gateway to AIME, USAMO, and IMO team selection. Indian American and Asian American students are heavily represented at top levels.",https://maa.org/student-programs/amc/,https://maa.org/amcreg/
AIME (American Invitational Mathematics Examination),science_math,🟢 Watch List,Invitation only (based on AMC 10/12 score),Top ~2.5% of AMC 12 scorers and top ~5% of AMC 10 scorers. By invitation only.,No direct cost; school registers qualified students,Not applicable,AIME I: February 2027. AIME II: February 2027 (alternate date). Score on AIME combined with AMC score determines USAMO/JMO qualification. Extremely prestigious for college admissions.,https://maa.org/maa-invitational-competitions/,https://maa.org/maa-invitational-competitions/
BioGENEius Challenge,science_math,🟢 Watch List,Varies (typically early spring),Grades 9-12. US high school students. CT falls under At-Large category (not a state partner state).,Free to apply,Travel support for finalists to attend BioFuture Conference,Research-based competition - student must have original biotech research. Application includes project poster (PDF) and authorization forms. International component also available. 2024 challenge was held October 28-30 in NYC. 2026 details pending - check website. Ideal for biology-focused students with research.,https://biotechinstitute.org/biogeneius/,https://biotechinstitute.org/application-portal/
National Science Bowl (NSB),science_math,🟢 Watch List,Varies by region (typically October-January for regional registration),Grades 9-12. Teams of 4-5 students (with alternates) from same school. US citizenship not required.,Free (DOE-sponsored),Travel to National Finals for winning regional teams is DOE-sponsored,Regional competitions held January-March. National Finals in Washington DC (late April/early May). DOE covers travel and lodging for national finalists. Fast-paced buzzer format. Excellent for biology with broad science coverage. No cost to participate.,https://science.osti.gov/wdts/nsb,https://science.osti.gov/wdts/nsb
Junior Science and Humanities Symposium (JSHS),science_math,🟢 Watch List,Varies by region (typically November-January),Grades 9-12. US citizens or permanent residents. Must present original research.,Free (DoD-sponsored),Travel to regional and national symposia fully covered. National winners receive scholarships ($4k-$12k).,Regional deadlines usually November-January. Students submit research paper and prepare oral presentation. CT regional symposium typically at University of Connecticut or other regional host. Excellent for biology research students. DoD sponsorship but no military obligation.,https://www.jshs.org/,https://www.jshs.org/
USA Computing Olympiad (USACO),science_math,🟢 Watch List,"Rolling (4 contests per year: Dec, Jan, Feb, US Open in March)",Any pre-college student worldwide. No age/grade restrictions.,Free,Not applicable (free to participate),"Four online contests per year (usually 3-5 days each). December, January, February, and US Open (March). Top US students in Platinum division invited to IOI training camp. Very strong for college admissions. Requires programming knowledge (C++, Java, Python). Not biology but complements STEM profile. Indian American students heavily represented.",https://usaco.org/,https://usaco.org/
Genius Olympiad,science_math,🟢 Watch List,Varies (typically April-May for the June event),Grades 9-12. International. Projects must address environmental issues.,Application fee varies ($50-100); participation fee for finalists attending in person,Limited scholarships available for qualifying students,Held annually in June at RIT. CT Science & Engineering Fair provides pathways to this competition. Environmental/biology focus aligns well with interests. Good alternative for project-based students.,https://geniusolympiad.org/,https://geniusolympiad.org/
Research Science Institute (RSI),summer_programs,🟢 Watch List,Early December (year prior); typically Dec 11,High school juniors only (rising seniors). U.S. citizens and international students. Must demonstrate exceptional academic achievement and research potential.,"Free for all admitted students (including travel, room, board, tuition)",Full scholarship; no cost to attend,"Hosted at MIT. 6-week program. Combines STEM coursework with mentored research. Students produce conference-style oral and written research reports. Applications open in October. Requires standardized test scores (PSAT, SAT, ACT, or AP), teacher recommendations, essays, and transcript.",https://www.cee.org/programs/research-science-institute,Center for Excellence in Education (CEE) website
Summer Science Program (SSP),summer_programs,🟢 Watch List,Late January/early February (typically Feb 1 for priority; rolling thereafter),High school sophomores and juniors (rising juniors and seniors). Must be at least 15 by program start. No citizenship restrictions.,"$7,950 (varies by campus); includes tuition, room, board, all activities",Need-based financial aid available; approximately 60% of students receive aid. Full aid possible. Need-blind admissions.,"Offers multiple tracks: Astrophysics (Purdue, CU Boulder, Univ of Colorado), Biochemistry (Indiana Univ), Bacterial Genomics (Indiana Univ), Synthetic Chemistry, Cell Biology. Students work in teams of 3. Program runs mid-June through late July. Founded in 1959.",https://ssp.org/,SSP International website (ssp.org)
RISE (Research Internship in Science and Engineering),summer_programs,🟢 Watch List,Mid-February (typically Feb 14),Rising high school seniors (current juniors). Must be at least 16 by program start. Strong academic record in science and math.,"$5,600 (Practicum track); Internship track: $5,500 (commuter) or $8,300 (residential). Includes tuition and fees.",Need-based financial aid available. Merit-based scholarships possible. Submit financial aid application by deadline.,"6-week program at Boston University. Internship track: individual lab placement with 1-on-1 mentoring. Practicum track: small group computational/neurobiology research. Both require faculty recommendation, transcript, essays. Program dates: late June - early August.",https://www.bu.edu/stem/programs/rise/,Boston University STEM Programs website
Stanford Institutes of Medicine Summer Research Program (SIMR),summer_programs,🟢 Watch List,Mid-February (typically Feb 24),High school juniors and seniors (rising seniors preferred). Must be at least 16 by program start. Must live within commuting distance of Stanford (no housing provided).,Free (no tuition),Need-based stipend available (up to $500). Program is free for all participants. No cost to apply or attend.,"10-week program at Stanford University. 8 research areas: Cancer Biology, Cardiovascular Biology, Neuroscience, Bioengineering, Stem Cell & Regenerative Medicine, Immunology, Genetics/Bioinformatics, and Microbiology/Infectious Disease. Selection based on academic record, essays, and research interest. ~50 students admitted annually.",https://simr.stanford.edu/,Stanford SIMR website
NIH High School Summer Internship Program (HS-SIP),summer_programs,🟢 Watch List,Mid-February (typically Feb 16),Rising high school seniors (current juniors). Must be at least 17 by June 15. U.S. citizenship or permanent residency required. Must live within 40 miles of NIH campus or arrange own housing.,Free; no tuition,"Paid internship; stipend provided. Amount varies but typically $3,000-$4,000 for 8 weeks. Some commuting subsidies available.","8-week program at NIH main campus in Bethesda, MD (also available at NIEHS in NC, NIDA in Baltimore, etc.). Students are paid as federal employees. Must submit transcript, recommendation letters, and essays. Program runs June-August. Highly competitive.; [DEAD: https://www.training.nih.gov/programs/high-school-summer-internship-program]",,NIH Office of Intramural Training & Education website
Garcia Summer Scholars,summer_programs,🟢 Watch List,Late February (typically Feb 28),High school juniors (rising seniors). Minimum 3.5 GPA. Strong background in science and math. Must complete prerequisite online course before program start.,"$7,700 (residential); $5,200 (commuter). Includes tuition, room, board for residential.",Limited need-based financial aid available. Some merit scholarships. Submit financial aid application separately.,"7-week program at Stony Brook University, NY. Focus on polymer science and materials research. Students write a research paper and present at symposium. Prerequisite: online course in polymer science. Many alumni publish in scientific journals. Program dates: late June - mid August.",https://www.stonybrook.edu/commcms/garcia/,Stony Brook University Garcia Center website
Rockefeller University Summer Science Research Program (SSRP),summer_programs,🟢 Watch List,Early January (typically Jan 8),Rising high school seniors (current juniors). Must be at least 16 by program start. Must live within commuting distance of NYC (no housing). U.S. citizens or permanent residents.,Free (no tuition or program fees),"Free program; no cost to attend. Stipend of $3,000-$4,000 provided to participants. Commuting support available.","7-week program at Rockefeller University in New York City. Students are matched with a mentor lab. Research areas include molecular biology, genetics, neuroscience, biochemistry, and immunology. Program ends with a symposium where students present posters. Program runs late June - mid August.",https://www.rockefeller.edu/outreach/,Rockefeller University Outreach website
Cold Spring Harbor Laboratory (CSHL) DNA Learning Center Summer Courses,summer_programs,🟢 Watch List,Rolling; typically March for summer courses. Early application recommended.,High school students; specific prerequisites vary by course. Some courses require prior biology and chemistry. Age 14+.,"$1,500 - $3,000 per course (varies by program). Some programs are full-day, multi-week.",Limited need-based scholarships available. Some programs offer financial aid based on demonstrated need.,"Multiple course offerings include: DNA Barcoding, Human Genomics, Bacterial Genomics, BioInfo Summer. Located at CSHL in Laurel Hollow, NY (Long Island). Day program only - no residential option. Courses range from 1-4 weeks. Excellent lab experience for college applications.",https://www.cshl.edu/education/,Cold Spring Harbor Laboratory website
Jackson Laboratory Summer Student Program (SSP),summer_programs,🟢 Watch List,Early February (typically Feb 5),High school juniors and seniors (rising seniors preferred). Must be at least 16 by program start. Strong academic background in biology and math.,Free (no tuition or program fees),"Students receive a stipend (~$6,000). Housing and meals provided free of charge. Travel reimbursement available.","10-week program at JAX in Bar Harbor, Maine. Research focus on mammalian genetics, genomics, and computational biology. Students present research at poster session. Free housing in JAX dormitories. Program runs June-August.",https://www.jax.org/,Jackson Laboratory website
Clark Scholar Program,summer_programs,🟢 Watch List,Mid-February (typically Feb 15),High school juniors (rising seniors). Minimum 3.5 GPA. Strong SAT/ACT scores. Must be at least 15 by program start.,Free (no tuition or program fees),Free room and board on campus. Students receive a $750 stipend. No cost to apply or attend.,"7-week residential program at Texas Tech University in Lubbock, TX. Students choose from any research area (biology, engineering, law, humanities, etc.). Includes a mentorship component, college prep workshops, and research presentations. One of the most competitive free summer programs.; [DEAD: https://www.depts.ttu.edu/honors/academics/enrichment/]",,Texas Tech University Honors College website
