name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Breakthrough Junior Challenge,scholarships,🟢 Watch List,"~September 15, 2026 (application); September 30, 2026 (peer review scoring)","Students ages 13-18. Must create an original video (up to 3 minutes) explaining a scientific concept in life sciences, physics, or mathematics. Must score at least 5 other submissions during peer review phase.",Free,"$250,000 college scholarship (Grand Prize); additional prizes for finalists and popular vote winners","Excellent fit for a biology-interested student. Create a short, engaging video explaining a life science concept (e.g., CRISPR, gene therapy, neurobiology). Grand prize is $250,000 scholarship. Multiple prizes available. Deadline September 2026 gives student this summer to prepare. No cost to enter.",https://breakthroughjuniorchallenge.org/,Breakthrough Prize Foundation (breakthroughjuniorchallenge.org)
Taco Bell Live Más Scholarship,scholarships,🟢 Watch List,Typically November-January (annual cycle; check Taco Bell Foundation for 2027 dates),Ages 16-26. Planning to attend or currently attending an accredited post-secondary institution. Must submit a video expressing their passion and purpose. No minimum GPA or test score required.,Free,"Up to $25,000 (multiple awards given at various amounts)","Unique scholarship focused on passion rather than grades or finances. Student could create a short video about their passion for biology, law, or fencing. No essay required — just a creative video. Awards range from $1,000 to $25,000. Open to high school and college students.",https://tacobellfoundation.org/live-mas-scholarship/,Taco Bell Foundation (tacobellfoundation.org)
AMC 10/12 (American Mathematics Competitions),science_math,🟢 Watch List,"Early Bird: Sept 30, 2026 ($55). Regular: Oct 15, 2026 ($75). Late: Oct 28, 2026 ($115, returning managers only). Competition: AMC 10A/12A – Nov 5, 2026; AMC 10B/12B – Nov 13, 2026.","AMC 10: grade 10 or below, under 17.5 years on test day. AMC 12: grade 12 or below. As a rising 11th grader, student is eligible for AMC 12 only (or could take AMC 10 if still under 17.5 by Nov 2026).",$55 early bird / $75 regular / $115 late registration per student.,No need-based aid. Fee paid by student or school.,"Over 300,000 participants from 6,000+ schools. Top ~2.5% on AMC 10 or top ~5% on AMC 12 qualify for AIME. High scores strongly valued in college admissions.",https://maa.org/student-programs/amc/,"maa.org, gonit.app, thethinkacademy.com"
AIME (American Invitational Mathematics Examination),science_math,🟢 Watch List,Invitation-only based on AMC 10/12 performance (scores released ~late Nov/Dec 2026). AIME I and AIME II held in early February 2027.,Invited based on AMC 10 (top ~2.5%) or AMC 12 (top ~5%) score. Open to any student who qualifies regardless of citizenship.,No cost to student (included in AMC registration fee).,N/A – no fee.,AIME score combined with AMC score determines USAMO/USAJMO qualification. Scoring well on AIME is itself a notable achievement for college applications.,https://maa.org/maa-invitational-competitions/,"maa.org, artofproblemsolving.com, gonit.app"
Science Olympiad – Division C (High School),science_math,🟢 Watch List,"Season runs Sept-May annually. CT Invitational: South Windsor HS Invitational (Division C) on Dec 12, 2026. Regional/State tournaments typically Jan-Mar 2027. National Tournament: May 2027 at University of Wisconsin (tentative).",Grades 9-12. Participants must be on a school-registered team. No citizenship requirements.,$200-$400 per school for membership + event fees (varies by state/region). Individual costs minimal if school pays.,Not need-based. School typically covers costs.,"South Windsor HS hosts a CT invitational. CT has active state program. Biology-focused events include Anatomy & Physiology, Disease Detectives, Ecology, Microbe Mission, etc.",https://www.soinc.org/,"soinc.org, soinc.org/play/invitationals"
Regeneron International Science and Engineering Fair (ISEF),science_math,🟢 Watch List,"Affiliated fairs run Jan-April 2027. Last date to hold an ISEF-affiliated fair: April 12, 2027. ISEF 2027: likely May 9-15, 2027 in Columbus, Ohio (tentative).",Grades 9-12. Must qualify through an ISEF-affiliated science fair. For CT students: qualify through Connecticut Science & Engineering Fair (CSEF) or CT STEM Fair. No citizenship requirements.,Varies by affiliated fair entry fee (typically $10-$50). Travel to ISEF final if selected may be partially covered by affiliate.,Society for Science offers some travel assistance for qualifying finalists with financial need.,"ISEF 2026 was in Phoenix, AZ (May 9-15). 2027 likely in Columbus, OH. CT affiliate: Connecticut Science & Engineering Fair (CSEF) at Quinnipiac University, typically March.",https://www.societyforscience.org/isef/,"societyforscience.org/isef/, isef.net, ctstemfoundation.org"
USA Computing Olympiad (USACO),science_math,🟢 Watch List,"First Contest: Dec 13-16, 2026. Second Contest: Jan 24-27, 2027. Third Contest: Feb 21-24, 2027. US Open: Mar 21-24, 2027.",Open to all middle and high school students worldwide. No citizenship requirements. No age limits.,Free.,N/A – free.,Strong complement to biology/math profile. Demonstrates computational thinking. Top US students from Platinum division invited to training camp for IOI team.,https://usaco.org/,"usaco.org, usaco.guide, competestem.org"
BioGENEius Challenge,science_math,🟢 Watch List,"Application deadline: April 15, 2027 (At-Large virtual competition). Local affiliate deadlines vary (typically Jan-Mar 2027).",High school students (grades 9-12). Must have original research project in biotechnology. No citizenship requirements.,Free to enter.,N/A – free. Winners receive cash prizes and travel to BIO International Convention.,"Flagship program of Biotechnology Institute. Top finalists showcase at BIO International Convention. Categories include healthcare, agriculture, industrial biotech. Good for biology-focused student.",https://biotechinstitute.org/biogeneius/,"biotechinstitute.org/biogeneius/, admissionsight.com, extracurricularhub.com"
MIT THINK Scholars Program,science_math,🟢 Watch List,"January 1, 2027 at 11:59 PM EST (application deadline).",Open to all US high school students with permanent residence in the United States. Must submit a written research proposal outlining project plan.,"Free to apply. Selected projects receive up to $1,000 in project funding.","Project funding of up to $1,000 provided to winners. Travel to MIT for final showcase also covered.",~10-15 projects selected annually. Good stepping stone to larger competitions like ISEF or STS. Emphasis on innovation and feasibility. Biology/health projects welcome.,http://think.mit.edu/,"think.mit.edu, peterson.com, snow.day"
Research Science Institute (RSI) – MIT,science_math,🟢 Watch List,"Typically early-mid January (exact 2027 date TBA; ~Jan 15, 2027 based on past years).","Rising high school seniors only (student would apply in 11th grade, for summer after 11th grade). US citizens and permanent residents. Must have strong standardized test scores and academic record. Demonstrated research interest.","Free (all costs covered including room, board, tuition, travel stipend).",Fully funded program (cost-free to all participants).,"Run by CEE (same org as USABO). 6 weeks at MIT. Application requires teacher recommendations, standardized test scores, essays, and research experience. Alumni have very high college placement rates at top universities.",https://www.cee.org/programs/research-science-institute,"cee.org/programs/research-science-institute, veritasai.com"
Summer Science Program (SSP),summer_programs,🟢 Watch List,"February 19, 2027 (domestic); January 29 (international)",Current high school juniors; at least 15 and not yet 19 during program; must have completed relevant coursework,"$8,800 (full cost); free for families earning $75K or less; sliding scale up to $140K","Full need-based aid available; free for low-income families; additional $3,000 stipend for select participants",Founded 1959. ~700 participants across all tracks. Excellent biology/STEM option. Strong alumni network. Highly respected by admissions.,https://ssp.org/application/,"ssp.org, kolly.ai, admissionsight.com"
NIH Summer Internship Program (SIP),summer_programs,🟢 Watch List,"February 16, 2027","U.S. citizen or permanent resident; high school, college, or graduate students. Must be at least 17 by June 2027 (varies by institute).",Free; paid internship with monthly stipend,"Paid position; stipend provided (approx $2,800-$3,400/mo for high school)","Highly competitive (under 20% acceptance). Excellent for biology/pre-med. Flexible placement across NIH institutes (NCI, NHLBI, NIAID, etc.). Strong research mentorship.",https://www.training.nih.gov/research-training/pb/sip/,"training.nih.gov, extracurricularhub.com, admissionsight.com"
Stanford Institutes of Medicine Summer Research Program (SIMR),summer_programs,🟢 Watch List,"~February 21, 2027 (mid-Feb, exact TBA for 2027)",Rising seniors (current 11th graders at application); U.S. citizens or permanent residents; must be in graduating class of 2027 or 2028,Free (except $50 application fee; fee waivers available),Free program; stipend available,"Highly selective. ~40 students. Excellent biology/pre-med research opportunity. Multiple research tracks including stem cell biology, genetics, bioinformatics.",https://med.stanford.edu/simr.html,"med.stanford.edu/simr, admissionsight.com, ladderinternships.com"
BU Research in Science and Engineering (RISE),summer_programs,🟢 Watch List,"~February 4, 2027 (mid-Feb, exact TBA for 2027)",Current high school juniors (rising seniors); domestic students only,"$7,600 (tuition + program fees); housing additional ~$2,500",Limited need-based financial aid available,Well-regarded program with long history. Good biology research option. Reasonable proximity from CT. Expensive but less selective than RSI/SSP.,https://www.bu.edu/summer/high-school-programs/rise-internship-practicum/,"bu.edu/summer, admissionsight.com, extracurricularhub.com"
Simons Summer Research Program,summer_programs,🟢 Watch List,"February 1, 2027",Current high school juniors (apply in 11th grade for summer before senior year); U.S. citizens or permanent residents; at least 16 years old,Free,"Free program + $4,000 stipend awarded at completion",Well-regarded and fully funded. Good biology research opportunity. Support from Simons Foundation. Close proximity to CT.,https://www.stonybrook.edu/commcms/simons/,"stonybrook.edu/simons, extracurricularhub.com, onoriq.com"
"MITES Summer (MIT Introduction to Technology, Engineering and Science)",summer_programs,🟢 Watch List,"February 1, 2027",Current 11th graders (rising seniors); U.S. citizens or permanent residents. Designed for students from underrepresented backgrounds in STEM.,"Free (including travel, room, board, all program costs)",Fully funded,Excellent program but explicitly focused on increasing STEM diversity. Indian origin students are generally not considered underrepresented in STEM. May still apply but low probability of acceptance.,https://mites.mit.edu/discover-mites/mites-summer/,"mites.mit.edu, mitadmissions.org"
Telluride Association Summer Seminar (TASS),summer_programs,🟢 Watch List,"~January 13, 2027 (exact TBA for 2027)",High school sophomores and juniors (10th and 11th graders),"Free (tuition, room, board, travel all covered)",Fully funded for all students,"Excellent complement to student's law interest. Highly prestigious in humanities/social sciences. Free. Democratic community living model. TASS focuses on critical thinking about power, justice, and society.",https://tellurideassociation.org/our-programs/high-school-students/,"tellurideassociation.org, extracurricularhub.com, kolly.ai"
Garcia Summer Research Scholars Program (Stony Brook),summer_programs,🟢 Watch List,"March 15, 2027",Rising seniors (current juniors at application); strong background in science and math,"$3,000","$1,500 stipend available for eligible students",Focus on polymers and materials science with medical applications. Hands-on lab work. Close to home (NY). Later deadline offers flexibility.,https://www.stonybrook.edu/garcia/summer-program/,"stonybrook.edu/garcia, extracurricularhub.com, admissionsight.com"
Harvard Pre-College Program,summer_programs,🟢 Watch List,~Early February 2027 (priority); rolling thereafter (exact TBA for 2027),"Graduating high school in 2027, 2028, or 2029; at least 16 by June 20, 2027; not yet 19","$6,100 (all-inclusive: tuition, room, meals, program fee)",Need-based financial aid available,"Less selective than SSP/RSI but provides Harvard name exposure. Non-credit. Offers courses in biology (e.g., neuroscience, genetics) and law/ethics. Rolling admissions means apply early.",https://summer.harvard.edu/high-school-programs/pre-college-program/,"summer.harvard.edu, pioneeracademics.com, kolly.ai"
Harvard Secondary School Program (SSP),summer_programs,🟢 Watch List,"~February 10, 2027 (exact TBA for 2027)","Graduating high school in 2027, 2028, or 2029; at least 16 by June 20, 2027; not yet 19","$4,180-$15,735 (varies by session type) + $75 application fee",Need-based financial aid available,"Earn actual Harvard college credit. Offers biology (molecular/cellular, organismic) and government/law courses. More expensive than pre-college but credit-bearing adds value. Commuter option if staying with family in area.",https://summer.harvard.edu/high-school-programs/secondary-school-program/,"summer.harvard.edu, pioneeracademics.com, extracurricularhub.com"
Georgetown University Law Academy (Summer High School),summer_programs,🟢 Watch List,"Rolling; Early Bird ~February 2027; Final ~April 30, 2027",Current 9th-12th graders,"$3,000-$6,995 residential (varies by program length); $50 application fee (waived early bird)",Limited need-based scholarships,Strong option for law interest. One-week format fits summer schedule. DC location. Less competitive/selective - good for exposure. Also consider Georgetown's other summer programs for biology.,https://summer.georgetown.edu/programs/SHS16/law-academy/,"summer.georgetown.edu, teenlife.com, kolly.ai"
Stanford Pre-Collegiate Summer Institutes,summer_programs,🟢 Watch List,Rolling (applications open ~December 2026; fill quickly),Current grades 8-11,"Varies by course (typically $1,500-$3,500)",Limited need-based aid available,"Online format helps fit multiple programs. Stanford brand. Courses in bioethics, genetics, and law-related topics available. Choose courses aligning with biology and law interests.",https://summerinstitutes.spcs.stanford.edu/,"summerinstitutes.spcs.stanford.edu, teenlife.com"
Summer at Brown Pre-College Program,summer_programs,🟢 Watch List,Rolling admission (priority ~March 2027; courses fill early),Rising 11th and 12th graders (must be at least 15 by start of program; not yet 19),"$3,364-$6,520 (depending on session length)",Limited need-based financial aid,Open curriculum lets student design their own combination. Could take both a biology and a law/ethics course. Good flexibility. Rolling admissions means early application advised.,https://precollege.brown.edu/programs/summerbrown,"precollege.brown.edu, logolife.org, orieladmissions.com"
Johns Hopkins Center for Talented Youth (CTY) Summer Programs,summer_programs,🟢 Watch List,Rolling (registration opens ~January 2027; courses fill fast),"Grades 7-11; must meet qualifying test scores (SAT, ACT, or SCAT)","$5,000-$8,000 (3-week sessions; residential)",Need-based financial aid available,"Requires prior testing (SCAT, SAT, ACT). If student hasn't taken qualifying tests, plan for fall 2026 testing. Good academic prep but less prestigious than research programs. Multiple locations possible.; [URL may block bots: https://cty.jhu.edu/]",https://cty.jhu.edu/,"cty.jhu.edu, logolife.org, immerse.education"
Scholastic Art & Writing Awards,writing_humanities,🟢 Watch List,2026-10-01 to 2027-01-06 (regional deadlines vary; next cycle opens Oct 2026),US students in grades 7-12 (including homeschooled and international students attending US schools),Free,"National Medalists eligible for scholarships up to $12,500; Portfolio Awards: $12,500 (Gold), $2,000 (Silver); special award scholarships available",Highly prestigious. Submit across multiple categories for best results. Regional deadlines vary by state — CT deadline typically early December. Next cycle opens October 2026.,https://www.artandwriting.org/,"artandwriting.org, scholastic.com, collegeessayguy.com"
YoungArts National Arts Competition,writing_humanities,🟢 Watch List,"2026-10-06 (for 2027 cycle; applications open July 21, 2026)","Ages 15-18 or in grades 10-12 as of Dec 1, 2026; US citizens, permanent residents, or legally able to receive taxable income in the US",Free,"Cash prizes $100-$10,000 depending on award level. Finalists also receive mentorship, professional development, and potential for additional scholarships. Up to $10,000 for top winners.",Very prestigious — YoungArts winners are often also National Merit Scholars. Writing categories are competitive. Apply in October 2026 for 2027 awards.,https://youngarts.org/apply/,"youngarts.org, admissionsight.com"
National History Day (NHD),writing_humanities,🟢 Watch List,"Regional contests spring 2026 (CT regional deadline: Feb/Mar 2026). National contest: June 14-18, 2026 at University of Maryland. Next cycle begins fall 2026.",Students in grades 6-12. CT History Day (historydayct.org) is the Connecticut affiliate.,Minimal — regional registration fees vary ($5-$20 typically). National contest: ~$50-75 registration.,"National winners receive scholarships, medals, and cash awards through sponsors. No direct college scholarship but highly valued on applications.","Excellent for history/law interest. Paper category is the most traditional writing option. 2026 theme aligns well with law-related topics (constitutional revolutions, reform movements). CT History Day website: historydayct.org.",https://nhd.org/en/contest/,"nhd.org, historydayct.org, admissionsight.com"
John Locke Institute Global Essay Prize,writing_humanities,🟢 Watch List,"Registration deadline: March 31, 2026. Essay submission deadline: May 31, 2026 (regular). Late submission: June 30, 2026 (with fee).","Open to students from any country under age 19 as of May 31, 2026. Junior category for students age 14 or younger.",Free (regular submission). Late fee: £20 (~$25).,"Grand Prize: £5,000 (~$6,350) scholarship. Category winners: £2,000 (~$2,540). Commendation: £200 (~$254). Winners also invited to Oxford for awards ceremony.","Extremely competitive (63,000+ entries in 2025). Excellent for law-interested student — Law category prompts address jurisprudence and constitutional theory. Junior category available for younger students but older students should enter main categories.",https://www.johnlockeinstitute.com/essay-competition,"johnlockeinstitute.com, aralia.com, competemap.com"
New York Times Student Writing Contests,writing_humanities,🟢 Watch List,"Various dates throughout the year. Summer Reading Contest: June 5 - Aug 14, 2026. Editorial Contest typically in spring. Check NYT Learning Network for updated 2026-27 calendar.",Students ages 13-19 in middle or high school (grades 7-12). US and international students eligible.,Free,No cash prizes. Top entries are published on The New York Times Learning Network website and may be featured in the print edition. Publication carries significant prestige.,Excellent low-barrier option. Summer Reading Contest runs weekly June-Aug — easy to submit multiple entries. Editorial Contest (typically Feb-Mar) aligns with law/politics interests. Publication is prestigious.; [URL may block bots: https://www.nytimes.com/2025/07/23/learning/our-2025-26-student-contest-calendar.html],https://www.nytimes.com/2025/07/23/learning/our-2025-26-student-contest-calendar.html,"nytimes.com/learning, aralia.com"
AFSA National High School Essay Contest,writing_humanities,🟢 Watch List,"March 1, 2026 (annual; next deadline expected March 1, 2027)",High school students (grades 9-12) in the US or attending overseas American international schools. Must be US citizen or legal resident.,Free,"First place: $2,500 + trip to Washington, DC. Second place: $1,250. Third place: $750. Honorable mentions: $250 each.",Excellent for student interested in law/diplomacy. Essay on soft power/diplomacy connects to broader geopolitical understanding. Winners announced in May.,https://afsa.org/essay-contest,"afsa.org, admissionsight.com"
Bennington College Young Writers Awards,writing_humanities,🟢 Watch List,"November 1, 2026 (annual; opens September 1)",Students in grades 10-12 worldwide,Free,"First place: $1,000 + scholarship consideration to Bennington. Second place: $500. Third place: $250. Winners also considered for Bennington merit scholarships.",Good mid-tier competition. Less competitive than Scholastic/John Locke but still highly respected. Submission window is Sept 1 - Nov 1 annually.; [DEAD: https://www.bennington.edu/academics/young-writers-awards],,"bennington.edu, hceducationconsulting.com"
We The Future Contest (Constituting America),writing_humanities,🟢 Watch List,Typically September (exact date varies annually; check website),"Students K-college in the 50 US states, DC, US territories, or American Armed Forces schools abroad",Free,"Scholarships $2,000-$5,000 at high school level. Teachers of winning students also receive Amazon gift cards. Winners from all categories compete for grand prizes.",Strong fit for law-interested student. Essay category is traditional writing option. Constitution-focused prompts allow demonstration of legal/political writing skills.,https://constitutingamerica.org/contest-categories-new/,"constitutingamerica.org, scholarships.com"
Bow Seat Ocean Awareness Contest,writing_humanities,🟢 Watch List,"June 8, 2026 (annual; next deadline June 2027)",Students ages 11-18 enrolled in middle school or high school (or homeschool equivalent) worldwide,Free,"Senior Division (grades 9-12): Gold $1,500, Silver $1,000, Bronze $500. Honorable mention: $250. Additional special awards available. Total of $100,000+ in awards annually.","Good for biology/environment interest combined with writing. Writing categories include poetry, creative nonfiction, and essay. Winners announced late November.",https://bowseat.org/,"bowseat.org, infodesigners.eu"
JASNA Jane Austen Essay Contest,writing_humanities,🟢 Watch List,"June 1, 2026 (next cycle opens February 2027; deadline June 1, 2027)","High school, college, and graduate students worldwide. High school division: grades 9-12.",Free,"High School Division: First place $1,000, Second place $500, Third place $250. Winners also receive JASNA membership and one-year subscription to 'Persuasions' journal.","Niche competition — requires familiarity with Jane Austen's novels. Good for literature-interested student. Small pool of entrants, decent win probability.",https://jasna.org/programs/essay-contest/,"jasna.org, aralia.com"
The Concord Review (TCR),writing_humanities,🟢 Watch List,"Rolling — submissions accepted year-round. Published quarterly (Fall, Winter, Spring, Summer).","Secondary students (high school, grades 9-12) worldwide. Papers must be originally written for a high school history class or independent study.","Free to submit. If published, authors pay a fee for copies (~$50-100).",No cash prizes. Publication in TCR is a game-changer for college applications. Some authors have received full rides to Ivy League schools after publication.,"Extremely prestigious but very difficult to get published (~5% acceptance rate). Requires a well-researched, source-cited history paper of 4,000-10,000 words. Pairs well with NHD paper category. Excellent for history/law interest.",https://www.tcr.org/submit,"tcr.org, blog.atomicmind.com, counselmore.com"
"NAACP ACT-SO (Afro-Academic, Cultural, Technological and Scientific Olympics)",writing_humanities,🟢 Watch List,Varies by local NAACP chapter (typically fall/winter for local competitions; nationals in July),"High school students (grades 9-12) of African descent, US residents",Free (local chapter may charge small participation fee),"National winners receive scholarships, prizes, and recognition. Gold medals at nationals can come with scholarship awards and all-expenses-paid trips.",Listed for completeness. This competition is ethnically restricted to students of African descent and does not apply to this student profile.,https://naacp.org/our-work/youth-programs/act-so-achievement-program,"naacp.org, detroitnaacp.org"
Write the World Monthly Competitions,writing_humanities,🟢 Watch List,Monthly (typically the 1st of each month; check site),Teens ages 13-19 worldwide,Free,$100-500 cash prizes per month. Winning entries published on Write the World blog. Feedback from professional writers available for all entrants.,Low-stakes way to build writing portfolio. Monthly themes vary — good to target journalism and essay months. Feedback from judges is a unique benefit.,https://www.writetheworld.org/,"writetheworld.org, writingcorner.com"
Harvard Crimson Global Essay Competition,writing_humanities,🟢 Watch List,"Global round submission deadline: March 19, 2026 (check for next cycle dates)",High school students ages 13-18 worldwide,Free,"Top winners receive cash prizes (amounts vary), certificates, and potential internship opportunities with The Harvard Crimson. Publication and recognition on Harvard Crimson platform.",Brand-name recognition from Harvard Crimson. Multi-round format allows progression. Check for 2026-2027 cycle announcement.,https://www.essaycomp.org/,"essaycomp.org, school.noticebard.com"
Princeton University 10-Minute Play Contest,writing_humanities,🟢 Watch List,Typically March 1 (annual; check Princeton's Lewis Center website),Currently enrolled 11th grade students (Class of 2027) nationwide. Must be in 11th grade during the academic year of the contest.,Free,First prize: $500. Second prize: $250. Third prize: $100. Winning plays may be performed.,Only for 11th graders — limited competition pool. Good fit if student has interest in dramatic writing. Check website for 2027 deadline.,https://arts.princeton.edu/about/opportunities/high-school-contests/ten-minute-play-contest/,"arts.princeton.edu, thejohnfox.com"
