name,category,tier,deadline,eligibility,cost,aid,notes,url,source,confidence,reason,blocked,http_status,final_url,deadline_found,cost_found,prize_found,verified_at
BioGENEius Challenge 2027,science_math,🟢 Watch List,2027-02-12,High school students in grades 9-12,free,merit,"Terrific fit for biology interest with biotech focus. Can use same research project as science fair. Lower volume of applicants than ISEF, so potentially higher visibility. Strong signal for pre-med/biotech career interest.",https://biogeneius.org/,web,LOW,network_error,True,0,https://biogeneius.org/,False,False,False,2026-05-28T01:05:50.540976+00:00
MIT THINK Scholars Program 2027,science_math,🟢 Watch List,2027-01-01,High school students in the US,free,merit,"Less competitive than RSI but still prestigious. Good for testing a research idea with lower stakes. Funding of $1,000 helps cover project costs. Application is a proposal, not completed research — so student can apply with a summer 2027 research plan.",https://think.mit.edu/,web,HIGH,site_accessible,False,502,https://think.mit.edu/,False,False,False,2026-05-28T01:05:50.540976+00:00
Genes in Space 2027,science_math,🟢 Watch List,2027-04-17,"US students in grades 7-12, including US territories and DoD schools worldwide",free,merit,Unique opportunity combining biology and space. Less competitive than ISEF/USABO but very distinctive for college apps. The 'my experiment went to space' angle is memorable. Good supplemental activity alongside main research project.,https://www.genesinspace.org/,web,LOW,bot_wall_detected,True,200,https://www.genesinspace.org/,False,False,False,2026-05-28T01:05:50.540976+00:00
Research Science Institute (RSI) at MIT,summer_programs,🟢 Watch List,2026-12-01,Current high school juniors (rising seniors); U.S. citizens and international students,0,"Full scholarship — travel, room, board, and all program costs covered","Most selective summer research program in the US. Runs late June through early August. Biology research available. Student must be a current junior (Class of 2027 in the 2026-27 school year). For summer 2027, applications open Nov 2026, deadline ~Dec 2026.",https://www.cee.org/programs/research-science-institute,web,HIGH,site_accessible,False,200,https://www.cee.org/programs/research-science-institute,False,True,False,2026-05-28T01:05:50.540976+00:00
Summer Science Program (SSP),summer_programs,🟢 Watch List,2027-02-01,Current high school juniors (rising seniors); also bright sophomores considered; open to U.S. and international students,6950,Full need-based financial aid available including travel scholarships; no income cutoff,Biochemistry track involves protein-ligand molecular docking for drug discovery. No grades or credits — pure research experience. Applications open December 2026.,https://ssp.org/,web,HIGH,site_accessible,False,200,https://ssp.org/,False,False,False,2026-05-28T01:05:50.540976+00:00
Simons Summer Research Program,summer_programs,🟢 Watch List,2027-02-01,Rising seniors (current juniors); U.S. citizens or permanent residents,0,Fully funded — stipend provided to participants,"Runs approximately June 29 - August 7 (based on 2026 dates). Applications typically open November/December, deadline February. Biology research available through multiple STEM departments.",https://www.stonybrook.edu/simons/,web,HIGH,site_accessible,False,200,https://www.stonybrook.edu/simons/,False,True,False,2026-05-28T01:05:50.540976+00:00
Anson L. Clark Scholars Program,summer_programs,🟢 Watch List,2027-02-15,High school juniors and seniors; must be at least 17 by program start; unweighted GPA 3.5+,0,"Fully funded — room, board, meals covered; $750 tax-free stipend; travel support up to $500","Applications open January, deadline mid-February. Runs approximately June 16 - August 1. Student must turn 17 before program start date.",https://www.depts.ttu.edu/honors/academicsandenrichment/afterschool/clarkscholars/,web,LOW,network_error,True,0,https://www.depts.ttu.edu/honors/academicsandenrichment/afterschool/clarkscholars/,False,False,False,2026-05-28T01:05:50.540976+00:00
NIH High School Summer Internship Program (HS-SIP),summer_programs,🟢 Watch List,2027-02-15,Must be at least 16; U.S. citizen or permanent resident; currently enrolled in high school,0,"Paid — monthly stipend ~$2,000-$2,400 for high school students","Applications open November 2026, deadline February/March 2027. Highly competitive. Students work in NIH intramural research labs alongside professional scientists. CT-based student would need to arrange housing near NIH campus.",https://www.training.nih.gov/programs/hs-sip,web,HIGH,site_accessible,False,200,https://www.training.nih.gov/programs/hs-sip,False,True,True,2026-05-28T01:05:50.540976+00:00
Stanford Institutes of Medicine Summer Research Program (SIMR),summer_programs,🟢 Watch List,2027-02-21,Current juniors or seniors (Classes of 2027 or 2028); must be 16+; U.S. citizen or permanent resident,0,"Free — minimum $500 stipend; up to $2,500 for students with financial need",Runs approximately June 8 - July 30. No housing provided — student must arrange own housing near Stanford if not local. Strong biology/medicine focus. Applications open December 2026.,https://simr.stanford.edu/,web,HIGH,site_accessible,False,200,https://simr.stanford.edu/,False,True,False,2026-05-28T01:05:50.540976+00:00
UChicago Research in the Biological Sciences (RIBS),summer_programs,🟢 Watch List,2027-02-01,Rising juniors and seniors; must have completed at least one year of high school biology; grades 10-12,7650,Need-based financial aid available,"Excellent for deep biology focus. Students present original research at closing symposium. Applications open November 2026, priority deadline early February 2027.",https://ri.uchicago.edu/ribs,web,LOW,network_error,True,0,https://ri.uchicago.edu/ribs,False,False,False,2026-05-28T01:05:50.540976+00:00
Georgetown Law High School Academy,summer_programs,🟢 Watch List,2027-03-01,"Rising sophomores, juniors, and seniors (grades 10-12)",4500,Limited need-based aid available,"Good match for law interest. Based on ~$1,200-$1,500/week residential pricing. Located in Washington DC — can complement biology interest through bioethics/health law exposure. Multiple sessions June through July.",https://www.law.georgetown.edu/high-school-academy/,web,HIGH,site_accessible,False,404,https://www.law.georgetown.edu/high-school-academy/,False,False,True,2026-05-28T01:05:50.540976+00:00
Stanford Pre-Collegiate Summer Institutes,summer_programs,🟢 Watch List,2027-02-01,Grades 8-11; some courses have prerequisites,4550,Need-based financial aid available,"Unique option for biology+law — student could take one biology course and one law course in separate sessions. Applications open December 2026, priority deadline early 2027.",https://spcs.stanford.edu/programs/stanford-pre-collegiate-summer-institutes,web,HIGH,site_accessible,False,200,https://spcs.stanford.edu/programs/stanford-pre-collegiate-summer-institutes,False,False,False,2026-05-28T01:05:50.540976+00:00
Harvard Pre-College Program,summer_programs,🟢 Watch List,2027-02-15,"Rising sophomores, juniors, and seniors; ages 16-19",5300,Need-based financial aid available,"Student could attend one session. May combine with other summer commitments. Non-graded, focus on exploration. Applications typically open December 2026.",https://www.harvard.edu/summer/high-school-programs/,web,HIGH,site_accessible,False,404,https://www.harvard.edu/summer/high-school-programs/,False,False,True,2026-05-28T01:05:50.540976+00:00
Scholastic Art & Writing Awards,writing_humanities,🟢 Watch List,2026-12-15,Grades 7-12,10.0,Fee waivers available for students with financial need via online portal,"Most competitive national writing program for teens. $10/entry. Regional deadlines vary mid-December. National Board accepting submissions for 2026-2027 cycle. National ceremonies at Carnegie Hall in June. Also pathway to National Student Poets Program (grades 10-11, $5,000 scholarship).",https://www.artandwriting.org/,web,HIGH,site_accessible,False,200,https://www.artandwriting.org/,False,False,True,2026-05-28T01:05:50.540976+00:00
John Locke Institute Essay Competition,writing_humanities,🟢 Watch List,2027-05-31,Under 19 years old as of submission deadline; Junior Prize for under 15; Senior Prize for ages 15-18,0.0,Free entry. Late registration $10 USD; late submission extensions available for £25-75 GBP. Travel grants may be awarded.,"One of the most prestigious international essay competitions. Free to enter if registered early. Registration opens ~February, submissions April-May. Academic conference and awards dinner at Oxford in October. AI tools permitted but may negatively affect assessment. One academic referee required. Junior and Senior entries judged separately.",https://www.johnlockeinstitute.com/essay-competition,web,HIGH,site_accessible,False,200,https://www.johnlockeinstitute.com/essay-competition,False,False,True,2026-05-28T01:05:50.540976+00:00
National History Day,writing_humanities,🟢 Watch List,2027-02-15,Grades 6-12,0.0,Many regional affiliates provide fee support or waivers; no national entry fee,"Paper category judged digitally (no on-site presentation). Must use annotated bibliography (primary/secondary sources). Process paper required. Plagiarism detection used. AI-generated text prohibited. School contests typically Feb-Mar, regionals Mar-Apr, state Apr-May, national June. Paper entries do not require on-site attendance at nationals but students attend awards. National contest typically draws ~3,000 participants.",https://www.nhd.org/,web,LOW,bot_wall_detected,True,200,https://www.nhd.org/,False,False,False,2026-05-28T01:05:50.540976+00:00
YoungArts National Arts Competition (Writing),writing_humanities,🟢 Watch List,2026-10-17,"Grades 10-12 or ages 15-18 as of December 1 of application year; US citizens, permanent residents, or legally able to receive taxable income in US with SSN",0.0,Free to apply; scholarships and cash awards,"Highly prestigious with strong college admissions recognition. Application opens ~June, closes ~October. Multiple writing subcategories allowed. Winners can receive up to $10,000. National YoungArts Week in Miami for top winners. Also connects to US Presidential Scholars in the Arts program.",https://youngarts.org/apply,web,HIGH,site_accessible,False,200,https://youngarts.org/apply,False,False,True,2026-05-28T01:05:50.540976+00:00
Bennington College Young Writers Awards,writing_humanities,🟢 Watch List,2026-11-01,Grades 9-12 worldwide,0.0,Free entry. No application fee.,"1st, 2nd, 3rd place winners per category plus Distinguished submissions recognized by grade level. All winners receive cash prizes and scholarships. Grade 12 students must complete Bennington Common/Coalition App first. Grade 9-11 submit directly via entry link. One category only per student.",https://www.bennington.edu/young-writers-awards,web,HIGH,site_accessible,False,200,https://www.bennington.edu/young-writers-awards,False,False,True,2026-05-28T01:05:50.540976+00:00
The Ayn Rand Institute Essay Contests - Anthem,writing_humanities,🟢 Watch List,2027-02-13,"Grades 8-12 worldwide, ages 13+. Must be enrolled in school during contest period.",0.0,Free entry,"Also eligible for Fountainhead contest (deadline April 28, 2027, 1st prize $10,000, grades 11-12) and Atlas Shrugged contest (deadline October 28, 2027, 1st prize $20,000, grades 11-12). Can submit one essay per author per contest period. 800-1,600 words for Fountainhead/Atlas Shrugged. Established program with substantial scholarship prizes.",https://aynrand.org/contests/,web,HIGH,site_accessible,False,200,https://aynrand.org/contests/,False,False,True,2026-05-28T01:05:50.540976+00:00
Princeton University 10-Minute Play Contest,writing_humanities,🟢 Watch List,2026-12-01,Current 11th grade high school students only,0.0,Free entry. Winner receives full scholarship to Princeton Summer Theater Program.,"Very selective (single winner). Not explicitly limited to NJ/tri-state area per most listings. Requires cover page with name, DOB, school, address, phone, email. Prize is full scholarship to 6-week summer theater program + play production. Submit online via Lewis Center for the Arts. Check arts.princeton.edu in fall for exact deadline.",https://arts.princeton.edu/community/opportunities/high-school-playwright-contest,web,HIGH,site_accessible,False,404,https://arts.princeton.edu/community/opportunities/high-school-playwright-contest,False,False,True,2026-05-28T01:05:50.540976+00:00
Foyle Young Poets of the Year Award,writing_humanities,🟢 Watch List,2027-07-31,Ages 11-17 as of July 31 of competition year; open internationally,0.0,Free entry,One of the largest youth poetry competitions globally. 85 winners per year. Publication in prestigious anthology. Top 15 winners receive mentoring and a commendation. Previous winners have gone on to major literary careers. Deadline is always July 31 annually. Winners announced in the fall.,https://poetrysociety.org.uk/competitions/foyle-young-poets-of-the-year-award/,web,HIGH,site_accessible,False,200,https://poetrysociety.org.uk/competitions/foyle-young-poets-of-the-year-award/,False,False,True,2026-05-28T01:05:50.540976+00:00
JASNA Jane Austen Essay Contest,writing_humanities,🟢 Watch List,2027-06-01,Grades 9-12 (High School division); also College and Graduate divisions,0.0,Free entry. No JASNA membership required. Prize includes free lodging at AGM.,"High School division requires characters from one novel or two or more books. College/graduate divisions require at least two novels. 2026 topic: 'Men and Boys in Jane Austen's Novels' (deadline June 1, 2026). 2027 topic announced ~early 2026/2027. Late entries accepted until next morning. No membership required.",https://jasna.org/essay-contest/,web,HIGH,site_accessible,False,200,https://jasna.org/essay-contest/,False,False,True,2026-05-28T01:05:50.540976+00:00
Ocean Awareness Contest,writing_humanities,🟢 Watch List,2027-06-08,"Ages 11-18 worldwide. Two divisions: Junior (11-14) and Senior (15-18). Adult sponsor (teacher, parent, mentor) required.",0.0,Free entry,"Excellent for environmentally-themed writing. Creative Writing and Poetry & Spoken Word categories. Cash awards. Sub-themes include Sustains, Protects, and Inspires. Individual or group entries allowed. Theme changes annually. Also includes Visual Art, Film, Performing Arts, and Interactive & Multimedia categories. 2026 deadline June 8, 2026; 2027 likely similar timeline.",https://bowseat.org/programs/ocean-awareness-contest/,web,LOW,bot_wall_detected,True,200,https://bowseat.org/programs/ocean-awareness-contest/,False,False,False,2026-05-28T01:05:50.540976+00:00
We The Students Essay Contest,writing_humanities,🟢 Watch List,2027-04-15,Grades 9-12 and homeschooled students in the United States,0.0,Free entry,"Civics/constitutional focus. Primary source-based essay. $5,000 first place scholarship. Runner-up and educator prizes also available. Topic released in fall of each year. Good fit for student interested in government, history, or law. Judges look for strong thesis and evidence use.",https://billofrightsinstitute.org/contest/apply/we-the-students-essay-contest,web,HIGH,site_accessible,False,404,https://billofrightsinstitute.org/contest/apply/we-the-students-essay-contest/,False,False,True,2026-05-28T01:05:50.540976+00:00
